country_name,country_code,series_name,series_code,2014,2015,2016,2017,2018
Nepal,NPL,Rule of Law: Percentile Rank,RL.PER.RNK,30.28846,29.80769,21.15385,27.88461,33.65385
Nepal,NPL,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.00492,32.0197,37.43842,38.91626,39.40887
Netherlands,NLD,Control of Corruption: Percentile Rank,CC.PER.RNK,95.67308,94.71154,94.71154,95.19231,96.15385
Netherlands,NLD,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.63461,97.11539,96.63461,96.63461,96.63461
Netherlands,NLD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,95.67308,96.63461,98.55769,98.55769,99.03846
Netherlands,NLD,Rule of Law: Percentile Rank,RL.PER.RNK,97.11539,97.11539,97.11539,97.11539,96.15385
Netherlands,NLD,Voice and Accountability: Percentile Rank,VA.PER.RNK,98.02956,99.01478,98.52217,99.01478,97.04433
Netherlands Antilles,ANT,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..
Netherlands Antilles,ANT,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..
Netherlands Antilles,ANT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..
Netherlands Antilles,ANT,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..
Netherlands Antilles,ANT,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
New Zealand,NZL,Control of Corruption: Percentile Rank,CC.PER.RNK,100,100,100,100,99.51923
New Zealand,NZL,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.55769,98.55769,97.59615,95.19231,93.75
New Zealand,NZL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,99.03846,99.03846,99.03846,99.03846,98.55769
New Zealand,NZL,Rule of Law: Percentile Rank,RL.PER.RNK,98.55769,98.07692,98.55769,98.07692,98.07692
New Zealand,NZL,Voice and Accountability: Percentile Rank,VA.PER.RNK,96.55173,98.02956,98.02956,98.52217,99.50739
Nicaragua,NIC,Control of Corruption: Percentile Rank,CC.PER.RNK,19.71154,18.75,18.26923,18.26923,12.98077
Nicaragua,NIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.23077,20.67308,24.51923,28.36539,19.23077
Nicaragua,NIC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,37.98077,39.42308,32.21154,27.40385,25
Nicaragua,NIC,Rule of Law: Percentile Rank,RL.PER.RNK,27.40385,26.44231,29.80769,29.32692,14.90385
Nicaragua,NIC,Voice and Accountability: Percentile Rank,VA.PER.RNK,34.48276,32.51231,28.07882,27.0936,18.71921
Niger,NER,Control of Corruption: Percentile Rank,CC.PER.RNK,28.84615,29.32692,31.73077,26.92308,31.25
Niger,NER,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.51923,28.84615,29.80769,23.55769,20.19231
Niger,NER,Regulatory Quality: Percentile Rank,RQ.PER.RNK,26.92308,26.44231,26.44231,26.92308,27.88461
Niger,NER,Rule of Law: Percentile Rank,RL.PER.RNK,30.76923,32.69231,28.84615,27.40385,30.28846
Niger,NER,Voice and Accountability: Percentile Rank,VA.PER.RNK,40.8867,39.90148,33.00492,33.49754,31.03448
Nigeria,NGA,Control of Corruption: Percentile Rank,CC.PER.RNK,8.173077,12.5,13.46154,12.5,13.46154
Nigeria,NGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.01923,16.34615,12.5,15.38461,14.90385
Nigeria,NGA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,23.55769,21.63461,18.26923,16.82692,17.30769
Nigeria,NGA,Rule of Law: Percentile Rank,RL.PER.RNK,13.46154,15.86539,15.38461,18.75,18.26923
Nigeria,NGA,Voice and Accountability: Percentile Rank,VA.PER.RNK,29.55665,34.97537,34.97537,35.46798,33.49754
Niue,NIU,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..
Niue,NIU,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..
Niue,NIU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..
Niue,NIU,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..
Niue,NIU,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
North Macedonia,MKD,Control of Corruption: Percentile Rank,CC.PER.RNK,56.73077,50,46.63462,45.19231,42.30769
North Macedonia,MKD,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.61538,58.65385,57.21154,58.17308,55.76923
North Macedonia,MKD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,67.30769,67.78846,68.26923,71.15385,71.63461
North Macedonia,MKD,Rule of Law: Percentile Rank,RL.PER.RNK,55.76923,49.51923,44.23077,46.63462,43.75
North Macedonia,MKD,Voice and Accountability: Percentile Rank,VA.PER.RNK,43.84237,40.8867,38.91626,41.87192,45.3202
Norway,NOR,Control of Corruption: Percentile Rank,CC.PER.RNK,99.03846,99.03846,98.55769,99.51923,97.59615
Norway,NOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.59615,98.07692,98.55769,99.03846,97.59615
Norway,NOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,92.78846,92.30769,92.78846,96.15385,95.67308
Norway,NOR,Rule of Law: Percentile Rank,RL.PER.RNK,99.03846,98.55769,100,99.51923,99.51923
Norway,NOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,100,100,100,100,100
Oman,OMN,Control of Corruption: Percentile Rank,CC.PER.RNK,65.38461,64.90385,66.34615,63.46154,62.5
Oman,OMN,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.94231,55.76923,61.53846,60.57692,60.09615
Oman,OMN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,73.55769,71.63461,72.59615,68.26923,64.90385
Oman,OMN,Rule of Law: Percentile Rank,RL.PER.RNK,69.71154,65.86539,65.86539,65.86539,68.26923
Oman,OMN,Voice and Accountability: Percentile Rank,VA.PER.RNK,19.21182,20.68966,19.70443,19.21182,19.70443
Pakistan,PAK,Control of Corruption: Percentile Rank,CC.PER.RNK,22.11539,21.63461,17.30769,22.59615,23.55769
Pakistan,PAK,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.07692,27.40385,28.36539,30.28846,26.92308
Pakistan,PAK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,28.36539,28.84615,27.40385,29.32692,27.40385
Pakistan,PAK,Rule of Law: Percentile Rank,RL.PER.RNK,25,24.51923,20.19231,24.03846,27.88461
Pakistan,PAK,Voice and Accountability: Percentile Rank,VA.PER.RNK,27.0936,27.0936,27.58621,28.07882,25.61576
Palau,PLW,Control of Corruption: Percentile Rank,CC.PER.RNK,37.98077,36.05769,39.42308,40.38462,33.65385
Palau,PLW,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.28846,34.13462,38.46154,43.75,52.40385
Palau,PLW,Regulatory Quality: Percentile Rank,RQ.PER.RNK,23.07692,24.03846,48.07692,28.84615,55.76923
Palau,PLW,Rule of Law: Percentile Rank,RL.PER.RNK,65.38461,63.46154,61.53846,61.53846,62.01923
Palau,PLW,Voice and Accountability: Percentile Rank,VA.PER.RNK,88.66995,88.66995,89.65517,89.16256,87.68473
Panama,PAN,Control of Corruption: Percentile Rank,CC.PER.RNK,46.15385,44.23077,35.57692,35.57692,32.21154
Panama,PAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.98077,65.38461,61.05769,54.32692,51.92308
Panama,PAN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,65.38461,64.42308,66.34615,66.34615,66.34615
Panama,PAN,Rule of Law: Percentile Rank,RL.PER.RNK,55.28846,53.84615,56.25,54.32692,52.40385
Panama,PAN,Voice and Accountability: Percentile Rank,VA.PER.RNK,63.5468,66.00985,64.53202,65.02463,68.47291
Papua New Guinea,PNG,Control of Corruption: Percentile Rank,CC.PER.RNK,17.78846,16.34615,15.38461,16.82692,17.78846
Papua New Guinea,PNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.36539,31.25,22.59615,24.51923,24.03846
Papua New Guinea,PNG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,39.90385,31.25,29.80769,27.88461,31.25
Papua New Guinea,PNG,Rule of Law: Percentile Rank,RL.PER.RNK,22.11539,18.26923,23.07692,20.67308,23.07692
Papua New Guinea,PNG,Voice and Accountability: Percentile Rank,VA.PER.RNK,49.7537,49.26109,50.2463,51.23153,48.76847
Paraguay,PRY,Control of Corruption: Percentile Rank,CC.PER.RNK,15.38461,15.86539,26.92308,25,20.67308
Paraguay,PRY,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.30769,17.30769,20.67308,19.71154,34.13462
Paraguay,PRY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,43.26923,44.71154,42.30769,44.23077,48.55769
Paraguay,PRY,Rule of Law: Percentile Rank,RL.PER.RNK,28.36539,28.84615,25.48077,28.84615,32.21154
Paraguay,PRY,Voice and Accountability: Percentile Rank,VA.PER.RNK,45.3202,44.82759,44.33498,44.33498,49.26109
Peru,PER,Control of Corruption: Percentile Rank,CC.PER.RNK,34.13462,34.61538,43.26923,38.94231,34.61538
Peru,PER,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.23077,44.23077,45.67308,48.55769,44.23077
Peru,PER,Regulatory Quality: Percentile Rank,RQ.PER.RNK,68.75,69.23077,69.71154,67.30769,71.15385
Peru,PER,Rule of Law: Percentile Rank,RL.PER.RNK,34.13462,37.5,34.13462,33.17308,32.69231
Peru,PER,Voice and Accountability: Percentile Rank,VA.PER.RNK,54.6798,54.6798,55.17241,55.17241,55.17241
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,40.38462,39.90385,36.05769,39.42308,34.13462
Philippines,PHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.05769,57.21154,51.92308,51.92308,55.28846
Philippines,PHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.40385,52.40385,53.84615,55.76923,56.73077
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,43.75,43.26923,39.42308,37.01923,34.13462
Philippines,PHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.70936,51.23153,51.23153,48.76847,47.78325
Poland,POL,Control of Corruption: Percentile Rank,CC.PER.RNK,72.59615,73.55769,75.96154,75.96154,74.51923
Poland,POL,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.51923,74.51923,73.55769,74.03846,75
Poland,POL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.25,80.28846,79.80769,78.84615,78.36539
Poland,POL,Rule of Law: Percentile Rank,RL.PER.RNK,77.40385,76.92308,74.03846,68.26923,66.82692
Poland,POL,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.26601,81.7734,74.38424,72.9064,71.92118
Portugal,PRT,Control of Corruption: Percentile Rank,CC.PER.RNK,79.80769,80.28846,80.28846,80.76923,80.28846
Portugal,PRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.32692,86.05769,85.57692,87.5,86.53846
Portugal,PRT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,74.51923,79.32692,76.44231,79.32692,78.84615
Portugal,PRT,Rule of Law: Percentile Rank,RL.PER.RNK,84.13461,83.65385,83.65385,84.13461,85.09615
Portugal,PRT,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.75862,84.72906,86.20689,88.66995,88.66995
Puerto Rico,PRI,Control of Corruption: Percentile Rank,CC.PER.RNK,69.23077,60.57692,59.13462,60.09615,59.13462
Puerto Rico,PRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.30769,66.34615,68.26923,50,47.11538
Puerto Rico,PRI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.84615,79.80769,79.32692,78.36539,79.32692
Puerto Rico,PRI,Rule of Law: Percentile Rank,RL.PER.RNK,76.92308,75.48077,75,73.07692,73.07692
Puerto Rico,PRI,Voice and Accountability: Percentile Rank,VA.PER.RNK,71.42857,59.1133,60.09852,63.05419,64.03941
Qatar,QAT,Control of Corruption: Percentile Rank,CC.PER.RNK,80.28846,78.36539,79.80769,76.44231,77.40385
Qatar,QAT,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.44231,77.40385,74.51923,74.51923,74.51923
Qatar,QAT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,71.15385,73.07692,74.03846,67.78846,70.67308
Qatar,QAT,Rule of Law: Percentile Rank,RL.PER.RNK,77.88461,75.96154,76.92308,76.44231,75.48077
Qatar,QAT,Voice and Accountability: Percentile Rank,VA.PER.RNK,16.74877,16.74877,16.25616,15.27094,14.28571
Reunion,REU,Control of Corruption: Percentile Rank,CC.PER.RNK,74.03846,72.59615,72.11539,73.07692,73.55769
Reunion,REU,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.88461,79.32692,80.28846,83.65385,82.69231
Reunion,REU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.98077,87.98077,86.05769,85.57692,85.09615
Reunion,REU,Rule of Law: Percentile Rank,RL.PER.RNK,85.09615,82.69231,84.61539,83.17308,84.61539
Reunion,REU,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
Romania,ROU,Control of Corruption: Percentile Rank,CC.PER.RNK,53.84615,57.21154,57.21154,55.28846,52.40385
Romania,ROU,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.80769,51.44231,47.11538,47.11538,43.26923
Romania,ROU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,71.63461,72.11539,70.67308,70.19231,67.30769
Romania,ROU,Rule of Law: Percentile Rank,RL.PER.RNK,63.46154,61.53846,63.94231,63.94231,63.46154
Romania,ROU,Voice and Accountability: Percentile Rank,VA.PER.RNK,60.59113,63.5468,65.51724,64.53202,61.57635
Russian Federation,RUS,Control of Corruption: Percentile Rank,CC.PER.RNK,17.30769,15.38461,19.71154,17.30769,21.15385
Russian Federation,RUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.55769,47.11538,44.71154,50.96154,50.96154
Russian Federation,RUS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,38.46154,32.21154,37.01923,32.69231,31.73077
Russian Federation,RUS,Rule of Law: Percentile Rank,RL.PER.RNK,26.44231,25,21.63461,22.11539,20.67308
Russian Federation,RUS,Voice and Accountability: Percentile Rank,VA.PER.RNK,20.68966,20.19704,17.73399,18.71921,19.21182
Rwanda,RWA,Control of Corruption: Percentile Rank,CC.PER.RNK,75.48077,73.07692,72.59615,71.63461,71.15385
Rwanda,RWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.28846,51.92308,56.73077,64.90385,62.01923
Rwanda,RWA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.05769,61.53846,57.69231,60.57692,59.13462
Rwanda,RWA,Rule of Law: Percentile Rank,RL.PER.RNK,60.57692,58.17308,57.21154,58.65385,58.17308
Rwanda,RWA,Voice and Accountability: Percentile Rank,VA.PER.RNK,17.73399,17.24138,15.76355,16.25616,17.24138
Samoa,WSM,Control of Corruption: Percentile Rank,CC.PER.RNK,64.90385,65.38461,65.38461,74.03846,75
Samoa,WSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.67308,71.63461,72.59615,73.55769,73.55769
Samoa,WSM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,47.59615,50.96154,50.96154,52.40385,49.03846
Samoa,WSM,Rule of Law: Percentile Rank,RL.PER.RNK,76.44231,74.51923,76.44231,78.36539,77.88461
Samoa,WSM,Voice and Accountability: Percentile Rank,VA.PER.RNK,69.95074,71.42857,71.42857,72.4138,72.9064
San Marino,SMR,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..
San Marino,SMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..
San Marino,SMR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..
San Marino,SMR,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..
San Marino,SMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,87.19212,87.68473,88.17734,88.17734,87.68473
Sao Tome and Principe,STP,Control of Corruption: Percentile Rank,CC.PER.RNK,57.69231,56.25,55.76923,60.57692,61.53846
Sao Tome and Principe,STP,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.67308,22.59615,26.92308,21.15385,26.44231
Sao Tome and Principe,STP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.48077,25.48077,21.15385,18.75,18.26923
Sao Tome and Principe,STP,Rule of Law: Percentile Rank,RL.PER.RNK,22.59615,25.48077,28.36539,25.96154,25.96154
Sao Tome and Principe,STP,Voice and Accountability: Percentile Rank,VA.PER.RNK,58.62069,57.14286,57.14286,56.65025,51.72414
Saudi Arabia,SAU,Control of Corruption: Percentile Rank,CC.PER.RNK,59.13462,58.65385,63.94231,65.86539,65.86539
Saudi Arabia,SAU,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.01923,60.57692,63.46154,62.5,64.90385
Saudi Arabia,SAU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.84615,54.32692,55.76923,54.80769,53.36538
Saudi Arabia,SAU,Rule of Law: Percentile Rank,RL.PER.RNK,62.5,60.09615,62.5,57.21154,58.65385
Saudi Arabia,SAU,Voice and Accountability: Percentile Rank,VA.PER.RNK,2.955665,3.448276,4.926108,5.91133,5.91133
Senegal,SEN,Control of Corruption: Percentile Rank,CC.PER.RNK,58.17308,59.13462,58.17308,54.32692,56.73077
Senegal,SEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.38462,38.94231,36.53846,40.86538,42.30769
Senegal,SEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,46.15385,49.51923,49.03846,49.03846,49.51923
Senegal,SEN,Rule of Law: Percentile Rank,RL.PER.RNK,53.84615,51.92308,50.96154,50.48077,47.59615
Senegal,SEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,58.12808,57.63547,57.63547,57.14286,55.66502
Serbia,SRB,Control of Corruption: Percentile Rank,CC.PER.RNK,51.44231,49.03846,45.19231,43.26923,41.82692
Serbia,SRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.17308,56.73077,56.25,60.09615,56.73077
Serbia,SRB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,55.76923,57.21154,54.80769,55.28846,56.25
Serbia,SRB,Rule of Law: Percentile Rank,RL.PER.RNK,50.96154,52.40385,48.07692,48.07692,49.03846
Serbia,SRB,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.66502,55.17241,53.69458,49.7537,46.30542
Seychelles,SYC,Control of Corruption: Percentile Rank,CC.PER.RNK,68.26923,77.88461,76.92308,74.51923,75.96154
Seychelles,SYC,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.82692,68.75,67.78846,67.30769,71.15385
Seychelles,SYC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40.86538,50,44.71154,47.11538,47.59615
Seychelles,SYC,Rule of Law: Percentile Rank,RL.PER.RNK,62.01923,62.98077,59.13462,58.17308,59.61538
Seychelles,SYC,Voice and Accountability: Percentile Rank,VA.PER.RNK,47.29064,49.7537,50.73891,53.69458,54.18719
Sierra Leone,SLE,Control of Corruption: Percentile Rank,CC.PER.RNK,15.86539,22.59615,20.19231,31.73077,37.01923
Sierra Leone,SLE,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.09615,9.134615,10.09615,11.53846,11.53846
Sierra Leone,SLE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,24.51923,18.75,16.82692,15.86539,15.38461
Sierra Leone,SLE,Rule of Law: Percentile Rank,RL.PER.RNK,17.30769,20.19231,22.59615,22.59615,22.59615
Sierra Leone,SLE,Voice and Accountability: Percentile Rank,VA.PER.RNK,38.42365,37.43842,39.90148,40.39409,38.91626
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,96.15385,96.63461,97.11539,97.59615,99.03846
Singapore,SGP,Government Effectiveness: Percentile Rank,GE.PER.RNK,100,100,100,100,100
Singapore,SGP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,100,100,100,99.51923,99.51923
Singapore,SGP,Rule of Law: Percentile Rank,RL.PER.RNK,93.26923,94.23077,96.15385,96.63461,97.11539
Singapore,SGP,Voice and Accountability: Percentile Rank,VA.PER.RNK,45.81281,41.37931,40.8867,41.37931,41.87192
Slovak Republic,SVK,Control of Corruption: Percentile Rank,CC.PER.RNK,60.09615,62.5,63.46154,62.5,66.34615
Slovak Republic,SVK,Government Effectiveness: Percentile Rank,GE.PER.RNK,75,75,76.92308,75,75.48077
Slovak Republic,SVK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.36539,75,78.84615,76.44231,75.96154
Slovak Republic,SVK,Rule of Law: Percentile Rank,RL.PER.RNK,70.67308,69.23077,74.51923,71.63461,70.19231
Slovak Republic,SVK,Voice and Accountability: Percentile Rank,VA.PER.RNK,75.86207,76.35468,76.35468,75.86207,76.84729
Slovenia,SVN,Control of Corruption: Percentile Rank,CC.PER.RNK,74.51923,76.44231,77.40385,79.32692,80.76923
Slovenia,SVN,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.80769,77.88461,83.65385,84.61539,83.17308
Slovenia,SVN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,73.07692,72.59615,73.07692,72.11539,75
Slovenia,SVN,Rule of Law: Percentile Rank,RL.PER.RNK,81.25,80.76923,83.17308,82.69231,82.69231
Slovenia,SVN,Voice and Accountability: Percentile Rank,VA.PER.RNK,74.87685,78.32513,80.29556,79.80296,79.31035
Solomon Islands,SLB,Control of Corruption: Percentile Rank,CC.PER.RNK,49.03846,46.15385,43.75,59.61538,57.69231
Solomon Islands,SLB,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.38461,14.42308,15.86539,15.86539,13.46154
Solomon Islands,SLB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,12.01923,16.34615,15.38461,21.15385,18.75
Solomon Islands,SLB,Rule of Law: Percentile Rank,RL.PER.RNK,35.57692,37.01923,42.30769,47.59615,47.11538
Solomon Islands,SLB,Voice and Accountability: Percentile Rank,VA.PER.RNK,56.15763,58.12808,62.56158,62.56158,65.02463
Somalia,SOM,Control of Corruption: Percentile Rank,CC.PER.RNK,0.4807692,1.442308,0.9615384,0.4807692,0
Somalia,SOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,0,0,0.4807692,0.4807692,0.9615384
Somalia,SOM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,0.9615384,0.9615384,0.9615384,0.4807692,0.9615384
Somalia,SOM,Rule of Law: Percentile Rank,RL.PER.RNK,0,0,0,0,0.4807692
Somalia,SOM,Voice and Accountability: Percentile Rank,VA.PER.RNK,0.9852217,1.477833,2.463054,3.940887,3.448276
South Africa,ZAF,Control of Corruption: Percentile Rank,CC.PER.RNK,54.80769,58.17308,61.05769,56.73077,57.21154
South Africa,ZAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.86539,64.90385,65.38461,65.86539,66.34615
South Africa,ZAF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.98077,62.98077,62.01923,62.5,61.53846
South Africa,ZAF,Rule of Law: Percentile Rank,RL.PER.RNK,64.42308,59.13462,58.65385,52.40385,50.96154
South Africa,ZAF,Voice and Accountability: Percentile Rank,VA.PER.RNK,68.96552,69.95074,69.45813,68.96552,70.44335
South Sudan,SSD,Control of Corruption: Percentile Rank,CC.PER.RNK,0.9615384,0.4807692,0.4807692,0.9615384,0.4807692
South Sudan,SSD,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.4807692,0.4807692,0,0,0
South Sudan,SSD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,4.326923,2.884615,2.884615,2.884615,2.403846
South Sudan,SSD,Rule of Law: Percentile Rank,RL.PER.RNK,0.9615384,0.9615384,1.442308,1.442308,1.442308
South Sudan,SSD,Voice and Accountability: Percentile Rank,VA.PER.RNK,4.926108,5.418719,3.940887,2.955665,1.477833
Spain,ESP,Control of Corruption: Percentile Rank,CC.PER.RNK,72.11539,69.71154,68.26923,68.26923,72.59615
Spain,ESP,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.13461,85.09615,83.17308,81.73077,79.32692
Spain,ESP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75,75.48077,81.25,79.80769,80.28846
Spain,ESP,Rule of Law: Percentile Rank,RL.PER.RNK,80.28846,79.32692,80.76923,81.25,80.28846
Spain,ESP,Voice and Accountability: Percentile Rank,VA.PER.RNK,76.84729,82.75862,82.26601,81.28078,82.75862
Sri Lanka,LKA,Control of Corruption: Percentile Rank,CC.PER.RNK,44.71154,45.19231,45.67308,41.34615,43.26923
Sri Lanka,LKA,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.25,53.36538,51.44231,48.07692,45.19231
Sri Lanka,LKA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50.48077,51.92308,51.44231,50.48077,47.11538
Sri Lanka,LKA,Rule of Law: Percentile Rank,RL.PER.RNK,50,57.69231,58.17308,55.28846,55.76923
Sri Lanka,LKA,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.07882,36.4532,43.34975,43.34975,46.79803
St. Kitts and Nevis,KNA,Control of Corruption: Percentile Rank,CC.PER.RNK,62.98077,68.26923,67.78846,68.75,67.78846
St. Kitts and Nevis,KNA,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.96154,58.17308,59.61538,71.15385,72.59615
St. Kitts and Nevis,KNA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.17308,66.34615,66.82692,71.63461,70.19231
St. Kitts and Nevis,KNA,Rule of Law: Percentile Rank,RL.PER.RNK,61.05769,68.26923,69.71154,70.67308,71.15385
St. Kitts and Nevis,KNA,Voice and Accountability: Percentile Rank,VA.PER.RNK,84.23645,73.89162,79.31035,78.81773,77.3399
St. Lucia,LCA,Control of Corruption: Percentile Rank,CC.PER.RNK,67.30769,71.15385,71.15385,71.15385,69.71154
St. Lucia,LCA,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.76923,49.51923,54.32692,64.42308,61.53846
St. Lucia,LCA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.5,63.94231,64.90385,65.38461,63.94231
St. Lucia,LCA,Rule of Law: Percentile Rank,RL.PER.RNK,72.59615,73.55769,70.67308,72.59615,72.59615
St. Lucia,LCA,Voice and Accountability: Percentile Rank,VA.PER.RNK,84.72906,80.29556,80.78818,77.83251,75.86207
St. Vincent and the Grenadines,VCT,Control of Corruption: Percentile Rank,CC.PER.RNK,71.63461,74.03846,73.55769,75.48077,78.84615
St. Vincent and the Grenadines,VCT,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.09615,54.80769,62.01923,64.42308,61.53846
St. Vincent and the Grenadines,VCT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,64.90385,62.01923,63.94231,63.46154,62.01923
St. Vincent and the Grenadines,VCT,Rule of Law: Percentile Rank,RL.PER.RNK,71.63461,71.63461,65.38461,65.38461,67.30769
St. Vincent and the Grenadines,VCT,Voice and Accountability: Percentile Rank,VA.PER.RNK,86.69951,76.84729,75.86207,76.35468,76.35468
Sudan,SDN,Control of Corruption: Percentile Rank,CC.PER.RNK,3.365385,3.365385,3.846154,3.365385,5.769231
Sudan,SDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.288462,6.25,5.769231,7.211538,4.326923
Sudan,SDN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,5.288462,4.807693,4.807693,4.326923,3.846154
Sudan,SDN,Rule of Law: Percentile Rank,RL.PER.RNK,9.134615,8.173077,8.653846,10.57692,10.57692
Sudan,SDN,Voice and Accountability: Percentile Rank,VA.PER.RNK,3.940887,3.940887,3.448276,2.463054,2.955665
